x,y,score
0.82,0.17,2.70075
0.32,0.68,2.1538
0.82,0.36,2.32025
0.91,0.19,2.68805
0.24,0.67,1.8984
0.92,0.18,2.70075
0.65,0.29,2.41155
0.51,0.54,2.7861
0.0,0.28,1.05525
0.3,0.09,2.70695
0.21,0.87,1.74975
0.28,0.35,2.1142
0.88,0.36,2.3207
0.58,0.37,2.48725
0.91,0.81,3.90325
0.06,0.9,1.2258
0.62,0.03,2.9913
0.4,0.18,2.5393
0.7,0.35,2.4239
0.71,0.68,3.3272
0.12,0.05,2.5205
0.45,0.37,2.54065
0.97,0.68,3.27865
0.59,0.71,3.0154
0.03,0.4,1.1781
0.49,0.6,2.7047
0.53,0.49,2.75815
0.04,0.2,1.31395
0.29,0.74,2.0407
0.72,0.69,3.36005
0.66,0.08,2.87605
0.68,0.77,3.28995
0.23,0.13,2.3933
0.47,0.45,2.53415
0.1,0.36,1.4842
0.31,0.43,2.19875
0.69,0.07,2.8932
0.52,0.95,2.7506
0.25,0.43,2.00945
0.14,0.28,1.6896
0.8,0.93,3.63925
0.74,0.59,3.01545
0.29,0.26,2.22945
0.05,0.08,1.8269
0.05,0.81,1.19585
0.64,0.16,2.67035
0.64,0.42,2.49095
0.9,0.74,3.7699
0.08,0.92,1.2877
0.94,0.37,2.2899
0.31,0.45,2.15915
0.2,0.3,1.8949
1.0,0.55,2.25915
0.11,0.37,1.49955
0.84,0.19,2.66225
0.96,0.88,4.1242
0.29,0.19,2.3911
0.08,0.21,1.5205
0.16,0.06,2.622
0.09,0.25,1.5212
0.67,0.03,2.9996
0.2,0.24,1.953
0.52,0.02,2.98725
0.41,0.93,2.41425
0.84,0.66,3.47775
0.35,0.45,2.294
0.6,0.31,2.41065
0.96,0.46,2.2027
0.82,0.33,2.39345
0.37,0.85,2.29405
0.61,0.91,3.03185
0.15,0.04,2.6943
0.02,0.37,1.14005
0.54,0.45,2.6728
0.63,0.09,2.8424
0.29,0.42,2.1118
0.22,0.0,2.97505
0.78,0.7,3.41965
0.98,0.67,3.1001
0.24,0.24,2.0931
0.17,0.07,2.5309
0.76,0.96,3.5074
0.18,0.11,2.30285
0.17,0.37,1.7292
0.98,0.75,3.93035
0.6,0.19,2.604
0.77,0.98,3.5435
0.53,0.13,2.7279
0.95,0.82,3.96915
0.6,0.22,2.56625
0.74,0.22,2.57685
0.25,0.23,2.131
0.17,0.7,1.6542
0.75,0.76,3.49785
0.55,0.41,2.57775
0.33,0.37,2.2563
0.84,0.12,2.8208
0.01,0.68,1.0469
0.14,0.8,1.52705
0.22,0.78,1.81515
0.57,0.2,2.56365
0.08,0.7,1.3036
0.82,0.3,2.42715
0.94,0.07,2.9647
0.17,0.25,1.83685
0.5,0.57,2.7372
0.62,0.22,2.5735
0.31,0.79,2.0994
0.45,0.84,2.5407
0.77,0.81,3.52725
0.88,0.44,2.2717
0.24,0.92,1.8388
0.1,0.99,1.3507
0.39,0.6,2.4236
0.92,0.46,2.18345
0.36,0.19,2.5104
0.71,0.13,2.7677
0.39,0.86,2.33625
0.85,0.84,3.76815
0.17,0.86,1.623
0.83,0.25,2.53945
0.3,0.03,2.90715
0.52,0.5,2.7508
0.36,0.95,2.24185
0.73,0.87,3.4204
0.43,0.12,2.69615
0.04,0.08,1.79085
0.66,0.99,3.1819
0.59,0.24,2.5495
0.4,0.27,2.44355
0.22,0.36,1.91745
0.59,0.62,3.0268
0.4,0.32,2.3788
0.02,0.9,1.068
0.41,0.21,2.5044
0.84,0.48,2.43705
0.86,0.64,3.22775
0.45,0.94,2.5298
0.79,0.79,3.58975
0.64,0.91,3.1212
0.42,0.45,2.4942
0.99,0.95,4.2006
0.08,0.98,1.2877
0.95,0.37,2.28445
0.59,0.4,2.6008
0.52,0.07,2.8619
0.21,0.57,1.8071
0.59,0.29,2.47085
0.04,0.3,1.23515
0.96,0.77,3.8685
0.06,0.74,1.2389
0.14,0.94,1.51965
0.29,0.39,2.1408
0.19,0.04,2.7825
0.45,0.52,2.61765
0.03,0.93,1.10815
0.47,0.85,2.62895
0.62,0.29,2.46105
0.4,0.96,2.3568
0.01,0.1,1.35695
0.59,0.2,2.58425
0.68,0.1,2.84285
0.49,0.39,2.53035
0.38,0.61,2.3628
0.88,0.71,3.5405
0.71,0.8,3.324
0.32,0.12,2.6538
0.53,0.3,2.48705
0.67,0.82,3.23805
0.53,0.43,2.67155
0.28,0.01,2.9652
0.71,0.05,2.9584
0.55,0.23,2.5662
0.04,0.22,1.2967
0.79,0.93,3.58405
0.67,0.99,3.2178
0.65,0.22,2.55725
0.01,0.99,1.03085
0.09,0.29,1.4579
0.71,0.71,3.32465
0.24,0.38,1.9619
0.5,0.82,2.7016
0.8,0.73,3.59435
0.04,0.51,1.1837
0.92,0.56,2.5877
0.31,0.99,2.0736
0.39,0.0,3.02015
0.78,0.52,2.65055
0.99,0.26,2.5256
0.96,0.8,4.0782
0.7,0.96,3.2761
0.48,0.59,2.68325
0.7,0.13,2.76825
0.31,0.28,2.2601
0.27,0.51,2.0396
0.95,0.19,2.688
0.11,0.41,1.49125
0.1,0.83,1.39195
0.31,0.18,2.4177
0.76,0.3,2.39785
0.03,0.45,1.1542
0.78,0.72,3.5088
0.02,0.85,1.0754
0.17,0.9,1.62175
0.84,0.76,3.64815
0.27,0.85,1.967
0.8,0.39,2.408
0.2,0.97,1.7119
0.81,0.28,2.46035
0.53,0.16,2.6683
0.74,0.38,2.436
0.96,0.74,3.85855
0.11,0.99,1.39765
0.83,0.76,3.678
0.97,0.06,2.99135
0.51,0.58,2.76545
0.39,0.65,2.3962
0.2,0.8,1.749
0.69,0.02,3.029
0.98,0.68,3.4428
0.31,0.63,2.14725
0.4,0.88,2.3724
0.25,0.38,2.01915
0.84,0.85,3.7563
0.45,0.93,2.525
0.04,0.82,1.1465
0.97,0.97,4.1291
0.56,0.78,2.9307
0.46,0.15,2.66005
0.47,0.08,2.8192
0.06,0.0,2.93405
0.5,0.03,2.9603
0.24,0.23,2.107
0.2,0.78,1.72555
0.61,0.08,2.85335
0.54,0.15,2.6744
0.9,0.93,3.9345
0.01,0.01,2.7697
0.37,0.58,2.3471
0.21,0.25,1.99465
0.39,0.15,2.60375
0.26,0.07,2.755
0.16,0.46,1.6701
0.63,0.89,3.1037
0.0,0.93,0.9972
0.77,0.01,3.06945
0.44,0.98,2.4904
0.54,0.93,2.8252
0.5,0.7,2.7357
0.78,0.03,3.0284
0.88,0.0,3.1147
0.51,0.73,2.76085
0.88,0.35,2.36135
0.7,0.04,2.98
0.08,0.55,1.33095
0.9,0.73,3.56985
0.31,0.52,2.1649
0.76,0.35,2.4123
0.27,0.92,1.94315
0.48,0.91,2.6295
0.59,0.79,2.9986
0.29,0.94,2.01815
0.68,0.9,3.25705
0.1,0.3,1.5023
0.22,0.51,1.8662
0.39,0.79,2.36555
0.67,0.02,3.0277
0.09,0.47,1.40195
0.06,0.98,1.22475
0.86,0.33,2.3588
0.3,0.68,2.1125
0.95,0.78,3.8981
0.37,0.23,2.42895
0.97,0.41,2.26395
0.09,0.32,1.45415
0.69,0.47,2.7881
0.69,1.0,3.2657
0.32,0.77,2.15085
0.19,0.95,1.67755
0.01,0.14,1.25405
0.39,0.41,2.40495
0.85,0.89,3.7916
0.35,0.94,2.1943
0.51,0.04,2.9335
0.24,0.17,2.3136
0.31,0.04,2.8851
0.7,0.77,3.306
0.77,0.28,2.4649
0.05,0.54,1.2127
0.79,0.44,2.50495
0.86,0.69,3.45185
0.06,0.73,1.2396
1.0,0.47,2.15
0.61,0.32,2.5823
0.45,0.12,2.7203
0.49,0.82,2.6867
0.44,0.3,2.45845
0.89,0.65,3.18255
0.22,0.82,1.80595
0.36,0.87,2.24135
0.77,0.38,2.3666
0.46,0.53,2.59395
0.43,0.4,2.4793
0.87,0.83,3.863
0.44,0.58,2.53005
0.65,0.9,3.16765
0.13,0.28,1.6227
0.7,0.89,3.3193
0.1,0.89,1.3816
0.88,0.63,3.15435
0.9,0.94,3.93285
0.04,0.44,1.1982
0.67,0.97,3.2202
0.18,0.77,1.6583
0.92,0.86,3.95035
0.71,0.55,2.89825
0.21,0.41,1.84535
0.61,0.56,2.8971
0.42,0.41,2.48125
0.03,0.78,1.11455
0.76,0.65,3.4024
0.0,0.38,1.0373
0.46,0.27,2.48005
0.0,0.15,1.1775
0.5,0.55,2.6792
0.38,0.59,2.3821
0.61,0.82,3.0526
0.76,0.23,2.5724
0.53,0.94,2.79195
0.83,0.99,3.71005
0.0,0.58,1.01125
0.56,0.41,2.6023
0.43,0.71,2.5039
0.38,0.68,2.37985
0.89,0.13,2.8106
0.17,0.36,1.75665
0.8,0.52,2.68505
0.09,0.66,1.3598
0.97,0.43,2.2128
0.11,0.03,2.7614
0.78,0.78,3.5709
0.85,0.47,2.34825
0.91,0.66,3.1356
0.5,0.45,2.6298
0.02,0.36,1.12945
0.21,0.89,1.7535
0.54,0.78,2.8534
0.08,0.09,2.01755
0.31,0.98,2.0715
1.0,0.11,2.8854
0.36,0.57,2.3146
0.81,0.79,3.6702
0.89,0.99,3.8832
0.2,0.52,1.80135
0.6,0.69,3.03745
0.99,0.81,4.0208
0.85,0.63,3.17855
0.53,0.47,2.7262
0.36,0.27,2.35345
0.62,0.47,2.7743
0.37,0.32,2.3665
0.3,0.32,2.1884
0.98,0.13,2.8294
0.49,0.81,2.6915
0.88,0.96,3.84705
0.36,0.86,2.27145
0.74,0.04,2.99455
0.91,0.8,3.8993
0.89,0.39,2.3053
0.95,0.95,4.0829
0.08,0.78,1.30245
0.35,0.75,2.2278
0.84,0.13,2.79465
0.15,0.9,1.5452
0.09,0.8,1.3348
0.37,0.41,2.34525
0.99,0.86,4.1657
0.5,0.49,2.6898
0.82,0.49,2.518
0.0,0.77,1.0035
0.26,0.38,2.051
0.96,0.52,2.22515
0.49,0.93,2.65255
0.32,0.88,2.11975
0.92,0.64,2.98375
0.18,0.64,1.7022
0.91,0.9,3.96685
0.89,0.34,2.37605
0.55,0.39,2.5843
0.55,0.79,2.8503
0.29,0.75,2.04305
0.98,0.17,2.7377
1.0,0.62,2.6023
0.55,0.31,2.46665
0.22,0.22,2.10585
0.6,0.48,2.69105
0.32,0.28,2.274
0.63,0.57,2.9677
0.4,0.17,2.56835
0.39,0.61,2.4318
0.11,0.05,2.6483
0.16,0.85,1.5853
0.16,0.15,2.0341
0.3,0.82,2.071
0.83,1.0,3.71235
0.2,0.31,1.8582
0.84,0.78,3.68725
0.85,0.29,2.4816
0.76,0.93,3.5248
0.66,0.89,3.20215
0.16,0.56,1.6106
0.06,0.86,1.2263
0.83,0.32,2.39575
0.51,0.99,2.6949
0.3,0.97,2.0374
0.53,0.53,2.7804
0.02,0.22,1.19285
1.0,0.51,2.16655
0.0,0.51,1.0147
0.49,0.23,2.5176
0.21,0.39,1.86295
0.76,0.53,2.9682
0.47,0.62,2.65185
0.84,0.49,2.4327
0.38,0.83,2.3212
0.16,0.34,1.71805
0.8,0.04,2.9995
0.07,0.95,1.2491
0.56,0.1,2.80765
0.43,0.64,2.51505
0.51,0.22,2.5469
0.82,0.73,3.63945
0.84,0.38,2.3749
0.92,0.49,2.25075
0.26,0.34,2.06995
0.99,0.23,2.6103
0.06,0.14,1.5626
0.06,0.7,1.23435
0.6,0.68,3.07655
0.55,0.35,2.49615
0.76,0.51,2.8759
0.99,0.07,2.97455
0.66,0.37,2.4614
0.12,0.02,2.84515
0.13,0.47,1.5556
0.76,0.97,3.50505
0.85,0.66,3.3659
0.01,0.24,1.11725
0.23,0.92,1.80855
0.61,0.78,3.0426
1.0,0.67,3.10975
0.47,0.98,2.5883
0.86,0.43,2.2473
0.47,0.34,2.4557
0.94,0.74,3.84385
0.62,0.6,3.0558
0.21,0.05,2.7916
0.37,0.54,2.35255
0.33,0.62,2.22
0.88,0.16,2.7391
0.98,0.0,3.13735
0.02,0.95,1.0694
0.73,0.06,2.9355
0.6,0.85,2.9952
0.5,0.56,2.75685
0.11,0.32,1.5141
0.39,0.76,2.36165
0.92,0.99,3.9751
0.77,0.4,2.46915
0.59,0.47,2.7489
0.89,0.21,2.62965
0.29,0.58,2.09755
0.39,0.96,2.3325
0.17,0.67,1.6342
0.14,0.42,1.6012
0.3,0.24,2.2865
0.93,0.75,3.8392
0.7,0.94,3.3138
0.14,0.96,1.4963
0.85,0.77,3.7417
0.59,0.15,2.6835
0.45,0.67,2.57355
0.69,0.9,3.2856
0.15,0.54,1.6053
0.49,0.17,2.61575
0.2,0.2,2.05345
0.96,0.54,2.2303
0.66,0.28,2.47765
0.44,0.96,2.49265
0.22,0.45,1.8804
0.6,0.21,2.574
0.64,0.12,2.7772
0.55,0.65,2.88225
0.52,0.17,2.6165
0.15,0.55,1.60425
0.59,0.53,2.86355
0.57,0.72,2.957
0.65,0.02,3.0139
0.92,0.87,3.96955
0.53,0.38,2.59075
0.41,0.29,2.4561
0.24,0.88,1.85595
0.36,0.97,2.24635
0.17,0.97,1.5958
0.58,0.31,2.45015
0.84,0.01,3.0867
0.66,0.95,3.198
0.89,0.57,2.5833
0.54,0.98,2.78155
0.36,0.74,2.274
0.55,0.18,2.61345
0.08,0.06,2.3484
0.29,0.15,2.4922
0.09,0.85,1.3339
0.94,0.38,2.28465
0.39,0.42,2.39835
0.01,0.37,1.0801
0.55,0.57,2.80365
0.05,0.24,1.30985
0.99,0.49,2.1424
0.04,0.89,1.15205
0.88,0.27,2.50535
0.49,0.84,2.6638
0.97,0.67,3.19475
0.63,0.69,3.15335
0.6,0.74,3.0076
0.3,0.65,2.09505
0.4,0.99,2.36025
0.46,0.62,2.6054
0.4,0.56,2.4496
0.92,0.95,3.98455
0.33,0.1,2.6968
0.17,0.6,1.6759
0.34,0.83,2.20855
0.45,0.34,2.47095
0.21,0.12,2.47245
0.44,0.62,2.562
0.36,0.54,2.3281
0.71,0.65,3.232
0.58,0.94,2.9407
0.38,0.56,2.3786
0.46,0.33,2.4382
0.57,0.05,2.9271
0.75,0.14,2.7609
0.0,0.98,0.99545
0.23,0.48,1.9149
0.67,0.65,3.2118
0.67,0.24,2.523
0.52,0.53,2.8297
1.0,0.14,2.809
0.02,0.18,1.2483
0.72,0.34,2.4161
0.17,0.85,1.63615
0.46,0.61,2.61975
0.83,0.89,3.72125
0.39,0.33,2.39705
0.98,0.21,2.64635
0.41,0.37,2.42605
0.55,0.07,2.8633
0.85,0.97,3.75365
0.56,0.99,2.8611
0.45,0.87,2.55705
0.93,0.1,2.88915
0.56,0.01,3.02555
0.12,0.26,1.6201
0.26,0.57,1.9688
0.06,0.41,1.29555
0.52,0.14,2.70735
0.36,0.53,2.35
0.38,0.24,2.42515
1.0,0.77,3.8788
0.63,0.54,2.85865
0.78,0.79,3.60455
0.71,0.94,3.3553
0.31,0.19,2.41095
0.46,0.22,2.52175
0.61,0.8,3.05185
0.78,0.61,3.2411
0.23,0.26,2.04375
0.81,0.77,3.58075
0.65,0.48,2.81165
0.63,0.42,2.55445
0.55,0.64,2.84235
0.4,0.26,2.4294
0.14,0.49,1.5695
0.63,0.3,2.44205
0.19,0.31,1.8392
0.22,0.69,1.81855
0.37,0.95,2.2755
0.54,0.14,2.70125
0.73,0.32,2.40375
0.9,0.72,3.73475
0.78,0.83,3.55605
0.6,0.92,3.03595
1.0,0.2,2.69065
0.72,0.27,2.4837
0.28,0.92,1.96685
0.39,0.59,2.39945
0.02,0.57,1.10125
0.5,0.02,2.9785
0.71,0.18,2.66725
0.62,0.81,3.09735
0.55,0.85,2.88505
0.04,0.54,1.1738
0.25,0.06,2.75115
0.64,0.93,3.13215
0.39,0.25,2.44615
0.41,0.25,2.4299
0.7,0.62,3.1166
0.14,0.03,2.80745
0.68,0.93,3.26725
0.52,0.82,2.74515
0.91,0.01,3.10085
0.6,0.1,2.7999
0.61,0.59,2.9921
0.28,0.19,2.3389
0.23,0.33,1.96325
0.47,0.44,2.56835
0.01,0.59,1.0559
0.9,0.43,2.2443
0.91,0.91,3.95675
0.49,0.36,2.5054
0.09,0.31,1.444
0.32,0.89,2.1177
0.38,0.81,2.33225
0.22,0.83,1.7876
0.67,0.19,2.64595
0.99,0.02,3.08825
0.05,0.92,1.1929
0.44,0.34,2.4647
0.39,0.81,2.3762
0.35,0.37,2.3234
0.16,0.33,1.7378
0.24,0.09,2.5678
0.02,0.56,1.09775
0.7,0.91,3.3111
0.41,0.76,2.44065
0.66,0.05,2.948
0.53,0.72,2.8311
0.36,0.7,2.27045
0.05,0.7,1.19825
0.16,0.91,1.58205
0.69,0.93,3.2816
0.76,0.95,3.50745
0.87,0.29,2.45325
0.8,0.06,2.95645
0.29,0.02,2.93315
0.47,0.38,2.55085
0.51,0.66,2.74085
0.27,0.83,1.95125
0.12,0.43,1.5393
0.65,0.24,2.50165
0.61,0.36,2.56245
0.39,0.63,2.38625
0.85,0.26,2.5058
0.24,0.35,1.9888
0.98,0.47,2.1312
0.13,0.22,1.73765
0.96,0.48,2.20865
0.98,0.32,2.3956
0.47,0.74,2.6221
0.77,0.6,3.12075
0.58,0.77,2.94805
0.36,0.09,2.75145
0.0,0.85,0.99935
0.56,0.12,2.74945
0.9,0.06,2.9768
0.29,0.66,2.06505
0.68,0.75,3.2827
0.9,0.76,3.7858
0.26,0.24,2.1766
0.17,0.98,1.59905
0.97,0.28,2.49605
0.83,0.44,2.41645
0.5,0.83,2.72695
0.15,0.49,1.6115
0.57,0.98,2.89315
0.92,0.3,2.44425
0.93,0.91,4.0288
0.13,0.76,1.5018
0.31,0.42,2.1848
0.19,0.62,1.72955
0.34,0.14,2.5934
0.22,0.57,1.84725
0.28,0.76,1.98975
0.05,0.22,1.3344
0.6,0.71,3.0365
0.01,0.11,1.27555
0.63,0.18,2.64285
0.31,0.59,2.1263
0.01,0.31,1.09595
0.47,0.87,2.6053
0.96,0.75,3.74095
0.32,0.97,2.1088
0.69,0.04,2.9799
0.93,0.39,2.25605
0.26,0.95,1.90445
0.81,0.29,2.4852
0.34,0.88,2.2186
0.89,0.88,3.90695
0.98,0.07,2.97025
0.59,0.33,2.5165
0.88,0.02,3.0722
0.4,0.78,2.40935
0.18,0.56,1.7236
0.3,0.86,2.05375
0.5,0.15,2.67915
0.82,0.32,2.4078
0.98,0.84,4.1613
0.78,0.36,2.41845
0.68,0.31,2.41675
0.06,0.05,2.2364
0.78,0.14,2.7593
0.62,0.25,2.5231
0.24,0.51,1.95315
0.98,0.05,3.0254
0.44,0.49,2.58
0.18,0.08,2.54745
0.52,0.85,2.7522
0.72,0.48,2.76215
0.57,0.85,2.9302
0.31,1.0,2.05905
0.69,0.86,3.31315
0.17,0.49,1.7023
0.11,0.4,1.4968
0.82,0.01,3.0805
0.77,0.75,3.5719
0.88,0.66,3.32205
0.31,0.07,2.7713
0.73,0.86,3.4226
0.66,0.44,2.7178
0.17,0.57,1.6652
0.68,0.7,3.2789
0.57,0.08,2.8564
0.84,0.94,3.7563
0.5,0.11,2.7518
0.04,0.91,1.15115
0.77,0.52,2.79835
0.21,0.95,1.7532
0.54,0.94,2.82015
0.4,0.21,2.5039
0.87,0.06,2.97345
0.06,0.49,1.27775
0.05,0.09,1.77575
0.13,0.41,1.56865
0.68,0.16,2.698
0.42,0.75,2.4647
0.82,0.96,3.67835
0.42,0.09,2.7742
0.94,0.76,3.8718
0.57,0.56,2.8397
0.12,0.8,1.44175
0.51,0.16,2.64305
0.34,0.87,2.20785
0.74,0.27,2.48585
0.46,0.29,2.4987
0.71,0.93,3.33945
0.39,0.29,2.37415
0.95,0.51,2.223
0.03,0.51,1.1558
0.31,0.41,2.1938
0.96,0.83,4.1076
0.44,0.57,2.55885
0.96,0.21,2.6378
0.51,0.06,2.8766
0.63,0.8,3.0957
0.71,0.1,2.83495
0.91,0.57,2.584
0.35,0.46,2.3033
0.04,0.5,1.1854
0.22,0.1,2.5819
0.29,0.05,2.8204
0.81,0.19,2.6619
0.54,0.61,2.84445
0.14,0.89,1.5031
0.96,0.44,2.26025
0.56,0.85,2.8841
0.83,0.71,3.57525
0.18,0.39,1.78145
0.62,0.31,2.4554
0.42,0.67,2.49485
0.35,0.3,2.32685
0.9,0.55,2.45545
0.77,0.26,2.49425
0.74,0.32,2.3669
0.46,0.39,2.5716
0.26,0.31,2.1007
0.03,0.96,1.10605
0.28,0.14,2.4745
0.71,0.87,3.3627
0.54,0.43,2.7052
0.32,0.0,2.9943
0.71,0.3,2.4514
0.62,0.19,2.60855
0.63,0.88,3.1012
0.11,0.96,1.39515
0.24,0.39,1.97415
0.22,0.53,1.8705
0.19,0.63,1.7174
0.63,0.28,2.5135
0.92,0.01,3.1008
1.0,0.06,2.99395
0.09,0.27,1.4715
0.4,0.69,2.4169
0.46,0.88,2.56845
0.92,0.39,2.2915
0.55,0.52,2.774
0.89,0.93,3.90235
0.8,0.47,2.5062
0.48,0.99,2.61935
0.51,0.37,2.57625
0.38,0.89,2.33695
0.52,0.11,2.763
0.28,0.97,1.9858
0.78,0.29,2.4443
0.98,0.22,2.63575
0.89,0.85,3.9134
0.63,0.78,3.1331
0.0,0.76,1.0037
0.66,0.27,2.5104
0.88,0.19,2.66755
0.8,0.89,3.62185
0.71,0.37,2.4323
0.72,0.15,2.7207
0.26,0.71,1.9392
0.6,0.16,2.6817
0.71,0.99,3.3533
0.23,0.43,1.90305
0.93,0.95,4.02715
0.65,0.05,2.93995
0.64,0.4,2.5312
0.6,0.75,3.08035
0.75,0.62,3.24545
0.47,0.52,2.65765
0.1,0.07,2.353
0.64,0.26,2.55455
0.24,0.32,2.0268
0.94,0.95,4.05605
0.19,0.92,1.67885
0.32,0.61,2.17535
0.51,0.11,2.7628
0.32,0.4,2.23045
0.04,0.32,1.2418
0.4,0.37,2.39045
0.8,0.98,3.62005
0.9,0.86,3.92165
0.73,0.21,2.5829
0.33,0.72,2.19875
0.16,0.37,1.705
0.63,0.76,3.11205
0.21,0.84,1.7525
0.18,0.47,1.72955
0.18,0.72,1.67255
0.01,0.71,1.03985
0.54,0.27,2.50025
0.98,0.53,2.3434
0.52,0.42,2.58425
0.04,0.77,1.15115
0.44,0.72,2.55075
0.22,0.99,1.78225
0.24,0.11,2.51415
0.58,0.47,2.6598
0.27,0.74,1.98295
0.56,0.28,2.4581
0.55,0.34,2.51355
0.67,0.06,2.9243
0.52,0.49,2.7114
0.93,0.97,4.02135
0.35,0.69,2.2896
0.8,0.01,3.07775
0.2,0.74,1.7467
0.79,1.0,3.6067
0.16,0.75,1.5936
0.89,0.0,3.1163
0.47,0.36,2.5253
0.61,0.02,3.0119
0.1,0.41,1.4538
0.4,0.64,2.42585
0.5,0.06,2.88185
0.66,0.0,3.06925
0.0,0.33,1.04295
0.54,0.32,2.48025
0.18,0.54,1.7217
0.3,0.85,2.06095
0.14,0.87,1.51695
0.86,0.24,2.54645
0.99,0.19,2.69715
0.31,0.81,2.08945
0.01,1.0,1.02885
0.44,0.87,2.52075
0.31,0.82,2.08705
0.31,0.88,2.09835
0.27,0.52,2.0249
0.65,0.1,2.83155
0.14,0.07,2.3769
0.87,0.77,3.835
0.18,0.36,1.7675
0.03,0.33,1.1954
0.9,0.3,2.43875
0.88,0.49,2.3557
0.83,0.85,3.72815
0.32,0.52,2.21255
0.46,0.86,2.5732
0.2,0.96,1.6811
0.32,0.18,2.4516
0.39,0.78,2.359
0.59,0.3,2.51795
0.1,0.94,1.37275
0.97,0.27,2.52965
0.48,0.23,2.50945
0.4,0.79,2.39625
0.9,0.68,3.3888
0.12,0.17,1.72435
0.67,0.63,3.06785
0.76,1.0,3.4866
0.82,0.72,3.6682
0.43,0.15,2.6352
0.52,0.23,2.5414
0.69,0.88,3.29165
0.76,0.19,2.651
0.46,0.25,2.50165
0.09,0.4,1.4164
0.48,0.21,2.56235
0.95,0.17,2.7255
0.38,0.9,2.29305
0.99,0.78,4.0597
0.07,0.0,2.94015
0.59,0.46,2.76995
0.21,0.43,1.86105
1.0,0.33,2.3899
0.59,0.6,2.95335
0.84,0.32,2.3674
0.67,0.39,2.43635
0.08,0.99,1.28105
0.61,0.31,2.5048
0.73,0.34,2.41025
0.5,0.98,2.6818
0.85,0.17,2.71685
0.52,0.52,2.72305
0.38,0.21,2.4685
0.89,0.16,2.7469
0.54,0.53,2.8502
0.17,0.01,2.929
0.15,0.78,1.53735
0.54,0.62,2.86515
0.86,0.4,2.36595
0.7,0.82,3.34235
0.57,0.59,2.95545
0.76,0.82,3.5132
0.67,0.96,3.2227
0.32,0.99,2.10925
0.95,0.3,2.48325
0.84,0.71,3.47415
0.99,0.2,2.6707
0.21,0.83,1.7561
0.15,0.18,1.93295
0.78,0.23,2.55365
0.39,0.35,2.4178
0.01,0.58,1.0563
0.76,0.75,3.4874
0.39,0.28,2.41915
0.98,0.9,4.18575
0.04,0.27,1.2509
0.11,0.31,1.5287
0.66,0.24,2.5294
0.11,0.06,2.4217
0.83,0.23,2.5797
0.8,0.43,2.2758
0.47,0.09,2.78465
0.08,0.59,1.3347
0.27,0.36,2.0899
0.67,0.72,3.2543
0.6,0.41,2.60665
0.99,0.45,2.2222
0.95,0.47,2.21235
0.49,1.0,2.6561
0.03,0.28,1.20575
0.2,0.16,2.1947
0.39,0.71,2.3921
0.58,0.43,2.6345
0.8,0.25,2.52575
0.96,0.65,2.9692
0.7,0.41,2.5024
0.89,0.27,2.49135
0.01,0.13,1.23355
1.0,0.88,4.2423
0.07,0.07,2.2021
0.45,0.3,2.4487
0.87,0.55,2.56145
0.29,0.86,2.01275
0.23,0.49,1.90145
0.54,0.47,2.7092
0.32,0.67,2.16375
0.47,0.47,2.59775
0.71,0.56,2.995
0.17,0.3,1.77455
0.97,0.89,4.15175
0.89,0.03,3.0456
0.24,0.44,1.96785
0.02,0.43,1.11705
0.82,0.89,3.69855
0.75,0.96,3.4799
0.29,0.17,2.45295
0.96,1.0,4.09335
0.79,0.7,3.57975
0.24,0.52,1.91295
0.85,0.82,3.77035
0.47,0.53,2.59245
0.31,0.09,2.7297
0.52,0.54,2.73635
0.83,0.86,3.73645
0.43,0.91,2.47845
0.45,0.95,2.53495
0.36,0.25,2.3728
0.15,0.44,1.6477
0.58,0.53,2.79065
1.0,0.19,2.69975
0.4,0.13,2.66655
0.88,0.2,2.65685
0.07,0.01,2.86385
0.61,0.57,3.01115
0.82,0.15,2.75785
0.29,0.56,2.09725
0.05,0.23,1.32835
0.19,0.82,1.68905
0.8,0.87,3.62495
0.24,0.76,1.86655
0.31,0.87,2.0831
0.95,0.65,3.0601
0.95,0.22,2.62495
0.21,0.97,1.7347
0.69,0.11,2.81715
0.83,0.04,3.01475
0.63,0.25,2.5252
0.79,0.71,3.4231
0.18,0.85,1.65825
0.74,0.19,2.64
0.75,0.3,2.4496
0.17,0.75,1.62725
0.55,0.78,2.8686
0.5,0.28,2.4635
0.37,0.26,2.39245
0.97,0.04,3.0358
0.31,0.29,2.25795
0.69,0.18,2.6392
0.87,0.12,2.83565
0.95,0.9,4.08135
0.6,0.8,3.0376
0.87,0.95,3.8317
0.37,0.1,2.73675
0.29,0.81,2.04665
0.4,0.11,2.70985
0.77,0.43,2.3542
0.75,0.6,3.19305
0.41,0.24,2.47295
0.02,0.34,1.13075
0.15,0.56,1.5862
0.51,0.52,2.75475
0.86,0.63,2.97315
0.14,0.82,1.5289
0.86,0.79,3.79435
0.93,0.55,2.5391
0.51,0.86,2.7487
0.58,0.99,2.9298
0.29,0.47,2.12175
0.58,0.01,3.032
0.5,0.93,2.6912
0.34,0.04,2.8841
0.93,0.47,2.17
0.14,0.79,1.51005
0.16,0.11,2.35
0.42,0.2,2.53415
0.4,0.46,2.43825
0.86,0.59,2.8432
0.48,0.05,2.90075
0.59,0.7,3.01135
0.92,0.82,4.01385
0.08,0.24,1.47075
0.2,0.4,1.81925
0.32,0.23,2.3597
